50000000 | 0.000000 | 0.012500 | 2 | 5.436228
50000000 | 0.100000 | 0.012500 | 2 | 5.573503
50000000 | 0.200000 | 0.012500 | 2 | 5.535448
50000000 | 0.300000 | 0.012500 | 2 | 5.561825
50000000 | 0.400000 | 0.012500 | 2 | 5.551131
50000000 | 0.500000 | 0.012500 | 2 | 5.366116
50000000 | 0.600000 | 0.012500 | 2 | 5.545359
50000000 | 0.700000 | 0.012500 | 2 | 5.333562
50000000 | 0.800000 | 0.012500 | 2 | 5.333827
50000000 | 0.900000 | 0.012500 | 2 | 5.576542
50000000 | 1.000000 | 0.012500 | 2 | 5.400756
50000000 | 0.000000 | 0.025000 | 2 | 5.327085
50000000 | 0.100000 | 0.025000 | 2 | 5.472749
50000000 | 0.200000 | 0.025000 | 2 | 5.550800
50000000 | 0.300000 | 0.025000 | 2 | 5.518314
50000000 | 0.400000 | 0.025000 | 2 | 5.559779
50000000 | 0.500000 | 0.025000 | 2 | 5.458474
50000000 | 0.600000 | 0.025000 | 2 | 5.526208
50000000 | 0.700000 | 0.025000 | 2 | 5.362373
50000000 | 0.800000 | 0.025000 | 2 | 5.315530
50000000 | 0.900000 | 0.025000 | 2 | 5.321151
50000000 | 1.000000 | 0.025000 | 2 | 5.511353
50000000 | 0.000000 | 0.037500 | 2 | 5.828504
50000000 | 0.100000 | 0.037500 | 2 | 5.415598
50000000 | 0.200000 | 0.037500 | 2 | 5.742136
50000000 | 0.300000 | 0.037500 | 2 | 5.628807
50000000 | 0.400000 | 0.037500 | 2 | 5.644197
50000000 | 0.500000 | 0.037500 | 2 | 5.557968
50000000 | 0.600000 | 0.037500 | 2 | 5.516499
50000000 | 0.700000 | 0.037500 | 2 | 5.455303
50000000 | 0.800000 | 0.037500 | 2 | 5.447515
50000000 | 0.900000 | 0.037500 | 2 | 5.297649
50000000 | 1.000000 | 0.037500 | 2 | 5.587035
50000000 | 0.000000 | 0.050000 | 2 | 5.591744
50000000 | 0.100000 | 0.050000 | 2 | 5.722999
50000000 | 0.200000 | 0.050000 | 2 | 5.750141
50000000 | 0.300000 | 0.050000 | 2 | 5.592716
50000000 | 0.400000 | 0.050000 | 2 | 5.686960
50000000 | 0.500000 | 0.050000 | 2 | 5.553103
50000000 | 0.600000 | 0.050000 | 2 | 5.602590
50000000 | 0.700000 | 0.050000 | 2 | 5.678499
50000000 | 0.800000 | 0.050000 | 2 | 5.667807
50000000 | 0.900000 | 0.050000 | 2 | 5.340860
50000000 | 1.000000 | 0.050000 | 2 | 5.305311
50000000 | 0.000000 | 0.062500 | 2 | 5.424277
50000000 | 0.100000 | 0.062500 | 2 | 5.469674
50000000 | 0.200000 | 0.062500 | 2 | 5.495085
50000000 | 0.300000 | 0.062500 | 2 | 5.526006
50000000 | 0.400000 | 0.062500 | 2 | 5.621493
50000000 | 0.500000 | 0.062500 | 2 | 5.482543
50000000 | 0.600000 | 0.062500 | 2 | 5.509646
50000000 | 0.700000 | 0.062500 | 2 | 5.432979
50000000 | 0.800000 | 0.062500 | 2 | 5.419037
50000000 | 0.900000 | 0.062500 | 2 | 5.474683
50000000 | 1.000000 | 0.062500 | 2 | 5.316560
50000000 | 0.000000 | 0.075000 | 2 | 5.720763
50000000 | 0.100000 | 0.075000 | 2 | 5.710417
50000000 | 0.200000 | 0.075000 | 2 | 5.742740
50000000 | 0.300000 | 0.075000 | 2 | 5.761650
50000000 | 0.400000 | 0.075000 | 2 | 5.686528
50000000 | 0.500000 | 0.075000 | 2 | 5.632412
50000000 | 0.600000 | 0.075000 | 2 | 5.532421
50000000 | 0.700000 | 0.075000 | 2 | 5.452943
50000000 | 0.800000 | 0.075000 | 2 | 5.512200
50000000 | 0.900000 | 0.075000 | 2 | 5.615636
50000000 | 1.000000 | 0.075000 | 2 | 5.256455
50000000 | 0.000000 | 0.087500 | 2 | 5.673550
50000000 | 0.100000 | 0.087500 | 2 | 5.667091
50000000 | 0.200000 | 0.087500 | 2 | 5.735916
50000000 | 0.300000 | 0.087500 | 2 | 5.676706
50000000 | 0.400000 | 0.087500 | 2 | 5.641115
50000000 | 0.500000 | 0.087500 | 2 | 5.615199
50000000 | 0.600000 | 0.087500 | 2 | 5.640709
50000000 | 0.700000 | 0.087500 | 2 | 5.522703
50000000 | 0.800000 | 0.087500 | 2 | 5.419548
50000000 | 0.900000 | 0.087500 | 2 | 5.372742
50000000 | 1.000000 | 0.087500 | 2 | 5.246360
50000000 | 0.000000 | 0.100000 | 2 | 5.599247
50000000 | 0.100000 | 0.100000 | 2 | 5.617389
50000000 | 0.200000 | 0.100000 | 2 | 5.679235
50000000 | 0.300000 | 0.100000 | 2 | 5.785520
50000000 | 0.400000 | 0.100000 | 2 | 5.742092
50000000 | 0.500000 | 0.100000 | 2 | 5.608098
50000000 | 0.600000 | 0.100000 | 2 | 5.502465
50000000 | 0.700000 | 0.100000 | 2 | 5.429420
50000000 | 0.800000 | 0.100000 | 2 | 5.435765
50000000 | 0.900000 | 0.100000 | 2 | 5.441934
50000000 | 1.000000 | 0.100000 | 2 | 5.535180
50000000 | 0.000000 | 0.112500 | 2 | 5.663774
50000000 | 0.100000 | 0.112500 | 2 | 5.555303
50000000 | 0.200000 | 0.112500 | 2 | 5.747127
50000000 | 0.300000 | 0.112500 | 2 | 5.716965
50000000 | 0.400000 | 0.112500 | 2 | 5.660304
50000000 | 0.500000 | 0.112500 | 2 | 5.617636
50000000 | 0.600000 | 0.112500 | 2 | 5.639205
50000000 | 0.700000 | 0.112500 | 2 | 5.476868
50000000 | 0.800000 | 0.112500 | 2 | 5.356160
50000000 | 0.900000 | 0.112500 | 2 | 5.300278
50000000 | 1.000000 | 0.112500 | 2 | 5.257257
50000000 | 0.000000 | 0.125000 | 2 | 5.380060
50000000 | 0.100000 | 0.125000 | 2 | 5.454747
50000000 | 0.200000 | 0.125000 | 2 | 5.475638
50000000 | 0.300000 | 0.125000 | 2 | 5.573473
50000000 | 0.400000 | 0.125000 | 2 | 5.503649
50000000 | 0.500000 | 0.125000 | 2 | 5.612971
50000000 | 0.600000 | 0.125000 | 2 | 5.508439
50000000 | 0.700000 | 0.125000 | 2 | 5.592670
50000000 | 0.800000 | 0.125000 | 2 | 5.558447
50000000 | 0.900000 | 0.125000 | 2 | 5.378701
50000000 | 1.000000 | 0.125000 | 2 | 5.486464
